PORTFOLIO COMPANY ID,COMPANY NAME,REGION,ADDRESS,CITY,STATE,ZIPCODE,COUNTRY,WEBSITE,EMAIL,TEL,FAX,FOUNDED YEAR,PRIMARY INDUSTRY,SUB INDUSTRIES,VERTICALS,COMPANY STAGE,LATEST ROUND DIRECTION,INVESTORS,TOTAL AMOUNT RAISED (USD MN),EBITDA (USD MN),OPERATING INCOME (USD MN),NET INCOME (USD MN),REVENUE (USD MN),% REVENUE GROWTH YOY,% OPERATING MARGIN,% EBTIDA MARGIN,% NET MARGIN,FUNDING ROUNDS/NUMBER OF DEALS,MOST RECENT DEAL TYPE/STAGE,MOST RECENT DEAL DATE,MOST RECENT DEAL SIZE (USD MN),MOST RECENT DEAL SIZE EQUITY (USD MN),MOST RECENT DEAL SIZE DEBT (USD MN),EMPLOYEE COUNT,INVESTED FUNDS (ESTIMATED**),ACTIONABILITY SIGNAL,FUNDING TYPE,OWNERSHIP TYPE,POST-MONEY VALUATION (USD MN - ESTIMATED**),POST-MONEY VALUATION (USD MN)
436458,Chintai Network Services Pte Ltd,Asia,101B Telok Ayer Street #0302,,,68574,Singapore,www.chintai.io,hello@chintai.io,,,2020,Financial Services,"e-Financial, Accounting/Finance Software","Artificial Intelligence, Cryptocurrency, Exchange/Trading Platforms, Saas",Angel & Seed,,"Peer Venture Partners, Cryptology Asset Group, Block.one, Chimera Wealth, Collective Capital",7.70,,,,,,,,,2,Seed,07-Jul-2021,7.50,,,20,PEER Ventures Group IV,-,VC-Backed,Private,,29.50
436456,Billionaires Corp.,Asia,42 Seocho-daero 78-gil Seocho-gu ,Seoul,,,South Korea,www.therich.io,admin@therich.io,+82 2 6092 1212,,2020,Business Support Services,"Financial Services, Software, IT Infrastructure, Consumer Services, Business Support Services","E-commerce, FinTech, IoT (Internet of Things)",Angel & Seed,,"Korea Tech Incubator for Startup, KIMGISA LAB",,,,,,,,,,1,Seed,16-Jul-2021,,,,18,,-,VC-Backed,Private,,
435965,BondEvalue Pte Ltd,Asia,79 Robinson Road #07-01,,,68897,Singapore,www.bondevalue.com,bondblox@bondevalue.com,+65 9069 5276,,2016,Financial Services,"e-Financial, Web Applications, Accounting/Finance Software","Artificial Intelligence, Exchange/Trading Platforms, Mobile Apps, Wealth Management",Series A,,"Citigroup, MassMutual Ventures, Potato Productions, Octava",7.60,-0.62,-0.68,-0.68,0.47,353.53%,-145.4%,-132.9%,-145.2%,3,Series A,18-Nov-2020,2.00,,,48,MassMutual Ventures Southeast Asia II,-,VC-Backed,Private,,17.03
435453,"FiNovus Lab Co,.ltd.",Asia,"6th Floor, 25 Yeouido-dong, Yeongdeungpo-gu ",Seoul,,,South Korea,www.paymonths.co.kr,contact@paymonths.co.kr,+8210 4417 9666,,2020,Consumer Services,"Consumer Services, Internet, Business Support Services, Software","E-commerce, FinTech, IoT (Internet of Things)",Angel & Seed,,"Strong Ventures, SparkLabs Accelerator, Korea Tech Incubator for Startup, POSTECH Holdings Co., Ltd., Hansae Yes24 Partners",0.90,,,,,,,,,3,Seed,23-Mar-2022,,,,5,"Strong Ventures IV, Smart L&P-Sparklab Cosmetic Fund I",-,VC-Backed,Private,,
435344,Ensuro Pte Ltd,Asia,38 TOH Guan Road East #01-57 Enterprise Hub ,,,608581,Singapore,www.ensuro.co,,,,2010,Insurance,Insurance,"Blockchain, FinTech",Angel & Seed,,"SOSV, Chinaccelerator",,,,,,,,,,1,Seed,30-Jun-2021,,,,10,SOSV IV,-,VC-Backed,Private,,
435308,ConfirmU Pty Ltd,Asia,"CT HUB, 2 KALLANG AVENUE #08-19, Ct Hub",,,339407,Singapore,www.confirmu.com,info@confirmu.com,,,2017,Financial Services,Financial Services,FinTech,Angel & Seed,,"SOSV, MOX",,,,,,,,,,1,Seed,03-Jun-2021,,,,9,SOSV IV,-,VC-Backed,Private,,
435185,BIZBAZ Pte. Ltd.,Asia,52 Foch Road ,,,209274,Singapore,www.bizbaz.tech,hayk@bizbaz.co,+65 9754 7744,,2019,Financial Services,Financial Services,FinTech,Angel & Seed,,"SOSV, Chinaccelerator",0.30,,,,,,,,,2,Seed,24-Jun-2021,,,,12,SOSV IV,-,VC-Backed,Private,,
435049,Pandorapro LLC,Asia, ,Singapore,,,Singapore,www.pandora.finance,hello@pandora.finance,,,2020,Financial Services,e-Financial,"Exchange/Trading Platforms, Lending",Angel & Seed,,"NEO Global Capital, Protocol Ventures, Master Ventures, Amesten Capital, GBV Capital, Zokyo, X21 Digital, Spark Digital Assets, Magnus Capital, Genblock Capital, Exnetwork Capital, Chain Assets Capital, Crypto Dorm Fund",2.40,,,,,,,,,1,Seed,25-May-2021,2.40,,,14,,-,VC-Backed,Private,,
434770,Wavebridge,Asia,"19/F and 22/F, O2 Tower Wework, 83 Uisidang-daero, Yeongdeungpo-gu ",Seoul,,7325,South Korea,www.wavebridgelabs.com,contact@wavebridgelabs.com,+82 02 567 8864,,2018,Financial Services,"Accounting/Finance Software, Financial Services, Internet",FinTech,Series A,,"AJU IB Investment, Union Investment Partners, Hashed Ventures",6.20,,,,,,,,,1,Series A,01-Jul-2021,6.17,,,46,"Union TCB Fund, Hashed Venture Fund II, AJU Joeun Venture Fund II",-,VC-Backed,Private,,
434528,Tru Technologies Ltd.,Asia,"122 Mapo-daero, Mapo-gu ",Seoul,,,South Korea,www.trufintech.io,support@trufintech.io,,,2019,IT Security/Cybersecurity,"Internet, Accounting/Finance Software, Financial Services, IT Security/Cybersecurity",FinTech,Series A,,"KB Investment, Shinhan Capital, Kiwoom Investment, K-Growth, Korea Tech Incubator for Startup, Hana Financial Investment, Stonebridge Ventures, Hanwha Investment & Securities",3.10,,,,,,,,,3,Series A,30-Jun-2021,3.09,,,24,"Hanwha Dreamplus No.1, 2020 KB Fintech Renaissance Fund, Kakao-Shinhan Tnight Fund I, Hana-Magma Growth Booster Fund, Kiwoom New Hero Fintech Innovation Fund III",Actionable,VC-Backed,Private,,
434333,RealStake Pte. Ltd.,Asia,"68 Circular Road, #02-01 ",Singapore,,,Singapore,www.infina.vn,hotro@infina.vn,+65 08 9990 9928,,2018,Financial Services,"Accounting/Finance Software, Analytics & Performance Software, e-Financial","Mobile Apps, Wealth Management",Angel & Seed,,"Sequoia Capital, Sprout Group, 500 Global, Y Combinator, AppWorks , Starling Ventures, Alpha JWC Ventures, Venturra Capital, Lippo Group, Nextrans, Saison Capital, 1982 Ventures, FEBE Ventures, Surge, TSP Consulting, Inde Pacific Capital",7.20,,,,,,,,,2,Seed,25-Jan-2022,4.00,,,19,"FEBE Ventures, 500 Southeast Asia III, 1982 Ventures Fund I, Alpha JWC Ventures III, AppWorks Fund III, Venturra Discovery, SCC Healthcare Principals Fund",-,VC-Backed,Private,,11.92
434178,Gotrade Securities Inc.,Asia,20A Tanjong Pagar Road ,Singapore,,88443,Singapore,www.heygotrade.com,support@heygotrade.com,,,2019,Financial Services,"e-Financial, Investment Banking, Brokerages","Exchange/Trading Platforms, Mobile Apps",Series A,,"Mitsubishi UFJ Capital, Social Leverage Capital, Y Combinator, Raptor Capital Management, Kibo Ventures, BEENEXT, Phoenix Court Group, Picus Capital, Velocity Capital Fintech Ventures",22.50,-0.79,-0.79,-0.81,0.00,,-3955215%,-3931945%,-4072635%,2,Series A,05-Apr-2022,15.50,,,65,"Latitude, Kibo Ventures Fund III, BEENEXT Opportunity Fund, SL TA I, Mitsubishi UFJ Capital Fund No. 8, Raptor Invenia Holdings",-,VC-Backed,Private,,
433462,Digital Payment Solutions Joint Stock Company,Asia,"2nd Floor, Athena Building 146 Cong Hoa Ward 12, Tan Binh District",Ho Chi Minh City,,,Vietnam,www.mfast.vn,hotro@mfast.vn,+84 899 909 789,,2017,Financial Services,"e-Financial, Internet","Lending, Machine Learning, Mobile Apps, Online Banking",Early Stage,,"Wavemaker Partners, JAFCO Asia, Ascend Vietnam Ventures, DV Partners Management",5.50,,,,,,,,,2,Unspecified Round,18-Jul-2022,2.50,,,1,"Do Ventures Fund I, JAFCO Asia Technology Fund VIII, Wavemaker SEA Fund IV, Do Ventures Annex Fund",-,VC-Backed,Private,,
432410,Highend Technologies LLC,Asia, ,Singapore,,648315,Singapore,www.zignaly.com,hello@zignaly.com,,,2018,Software,"Web Applications, Accounting/Finance Software","Cryptocurrency, Exchange/Trading Platforms",Early Stage,,"Global Emerging Markets, LD Capital, LedgerPrime, AU21 Capital, Disrupt, Parataxis Capital, AscendEX, OKEx Blockdream Ventures, Sino Global Capital, LVT Capital, BSCPad, Switchain, Global Digital Assets, Acheron PTE. LTD., DAO Maker, Kryptos.fund",53.00,,,,,,,,,2,Unspecified Round,03-Mar-2022,50.00,,,37,,-,VC-Backed,Private,,
432017,Fundiin Joint Stock Company,Asia,"4th Floor, Room 49 Charmington La Pointe Building, 181 Cao Thang, Ward 12, District 10",Ho Chi Minh City,,,Vietnam,www.fundiin.vn,lienhe@fundiin.vn,+84 28 36221097,,2018,Financial Services,"Web Applications, e-Financial","E-commerce, Lending, Mobile Apps, Smart-Pay: Physical-Digital Interactions",Angel & Seed,,"JAFCO Asia, Genesia Ventures, 1982 Ventures, Zone Startups Vietnam, Trihill Capital, Xffirmers",1.80,,,,,,,,,2,Seed,13-Sep-2021,1.80,,,14,"Genesia Venture Fund II, 1982 Ventures Fund I, JAFCO Asia Technology Fund VIII",Actionable,VC-Backed,Private,,
431709,Atato,Asia,160 Robinson Road #14-04,,,68914,Singapore,www.atato.com,info@atato.com,,,2017,Financial Services,"Accounting/Finance Software, e-Financial","Cryptocurrency, FinTech, Mobile Apps, Virtual Reality (VR)",Series A,Up Round,"SOSV, Artesian, Huashan Capital, AlphaLab Capital, NGC Ventures, January Capital, FEBE Ventures, Zipmex Pte. Ltd., Moonalpha Financial Services Limited, NFT1 Pte. Ltd., UTC HOLDING, Living Moebel Co Ltd",7.60,,,,,,,,,3,Series A,05-May-2022,6.00,,,25,"SOSV IV, FEBE Ventures, January Capital Fund II, NGC Metaverse Ventures Fund",-,VC-Backed,Private,,20.31
431609,Yamori Corporation,Asia,"Shinagawa Intercity Tower A 22F 2-15-1 Minato Minami, Minato-ku",Tokyo,,,Japan,https://www.yamori.co.jp/,support@yamori.co.jp,,,2019,Software,Software,"Real Estate Tech, Wealth Management",Early Stage,,DNX Ventures,0.50,,,,,,,,,1,Unspecified Round,09-Jun-2021,0.46,,,,,-,VC-Backed,Private,,
431246,infoplus,Asia,"6th Floor,Lucky Building, No. 81 Tran Thai Tong, Dich Vong Ward, Cau Giay District Cau Giay District",Hanoi,,,Vietnam,www.infoplusvn.com,contact@infoplusvn.com,+84 247 302 2101,,2018,Financial Services,"Software, e-Financial, IT Infrastructure","FinTech, Saas",Early Stage,,"KB Investment, ID Ventures, D.CAMP",1.40,,,,,,,,,1,Unspecified Round,04-Jun-2021,1.35,,,,"KB-MDI Centauri Fund, IDV IP STAR Fund",-,VC-Backed,Private,,
431078,OVO,Asia, ,Jakarta,,,Indonesia,www.ovo.id,hi@ovo.ua,,,,Financial Services,e-Financial,"E-commerce, Mobile Apps, Smart-Pay: Physical-Digital Interactions",Early Stage,,"TA Ventures, CariCorps, Inc., Fedoriv",0.00,,,,,,,,,3,Unspecified Round,18-Mar-2021,0.02,,,"1,692",,-,VC-Backed,Private,,
430854,"Gimo., JSC",Asia,"15th Floor, ADG Tower, 37 Le Van Thiem Thanh Xuan",Hanoi,,100000,Vietnam,www.gimo.vn,hotro@gimo.vn,+84 1900 232360,,2019,Financial Services,Financial Services,"FinTech, Mobile Apps",Angel & Seed,,"Integra Partners, BK Fund, TNB Aura, Blauwpark Partners, ThinkZone Ventures, Resolution Ventures",1.90,,,,,,,,,2,Seed,22-Nov-2021,1.90,,,28,"TNB Aura Fund 2, Integra Partners Fund II, ThinkZone Fund I",-,VC-Backed,Private,,
430730,Finlync Private Limited,Asia,160 ROBINSON ROAD #03-12,Singapore,,68914,Singapore,www.finlync.com,info@finlync.com,,,2015,Software,"Accounting/Finance Software, Application Integration Software, e-Financial","Mobile Apps, Online Banking, Processing & Payment Infrastructure, Wealth Management",Series A,,"Acequia Capital, NYCA Partners, Workday Ventures, Point72 Ventures, Communitas Capital Partners, Vine Ventures",17.30,-5.66,-5.69,-5.68,0.50,-17.83%,-1128.6%,-1123.1%,-1128%,3,Unspecified Round,28-Jul-2022,,,,55,"NYCA Investment Fund, Workday Ventures, NYCA Investment Fund III, Acequia Capital IV, Point72 Hyperscale",-,VC-Backed,Private,,7.25
430354,PT Brick Teknologi Indonesia,Asia,"Infiniti Office, Belleza BSA 1st Floor Unit 106 Permata Hijau Keb. Lama, Jakarta Selatan",Jakarta,,12210,Indonesia,www.onebrick.io,sales@onebrick.io,+62 811 1608 109,,2020,Software,"e-Financial, Application Integration Software, Accounting/Finance Software","E-commerce, FinTech, Mobile Apps",Angel & Seed,Up Round,"PT Prasetia Dwidharma, Antler, Flourish Ventures, 1982 Ventures, Better Tomorrow Ventures, rali_cap",8.00,,,,,,,,,2,Seed,09-Jun-2022,6.15,,,66,"Antler Southeast Asia Fund, 1982 Ventures Fund I, Better Tomorrow Ventures Fund I, rali_cap",-,VC-Backed,Private,,29.58
427207,"miive, Inc.",Asia,"the ARGYLE aoyama 8F WeWork 2-14-4 Kitaaoyama, Minato-ku",Tokyo,,107-0061,Japan,https://miive.jp/,support@miive.jp,,,2020,Financial Services,"Business Support Services, e-Financial",Processing & Payment Infrastructure,Series A,,"JAFCO Group, CyberAgent Capital, Z Venture Capital, Genesia Ventures",4.70,,,,,,,,,3,Venture Debt,20-Jul-2022,,,,,"JAFCO SV6, ZVC 1 Investment Partnership, CA Startups Internet Fund III",-,VC-Backed,Private,,
427191,Nudge Inc.,Asia,"Otemachi Building 4F FINOLAB 1-6-1 Otemachi-cho, Chiyoda-ku",Tokyo,,100-0004,Japan,www.nudge.works,,,,2020,Financial Services,"Retail Banks, Consumer Finance, e-Financial","Mobile Apps, Online Banking, Processing & Payment Infrastructure, Smart-Pay: Physical-Digital Interactions",Series A,,"Mind Fund, DG Ventures, Seven Bank, Ltd., Headline Asia, Toppan Printing, Sony Ventures, D4V, Genesia Ventures, Spiral Capital, DG Daiwa Ventures, Insignia Ventures Partners, Saison Ventures, Apricot Ventures, One Capital (Japan), FINOLAB",,,,,,,,,,6,Unspecified Round,07-Jul-2022,,,,,"Infinity Ventures IV, DG Lab Fund II, Insignia Ventures Partners Fund II, Logistics Innovation Fund, One Capital Fund I, FINOLAB Fund I, Sony Innovation Fund: Environment, D4V Fund II",-,VC-Backed,Private,,
427144,FUNDtastic,Asia,Treasury Tower Lantai 10 - Unit Suite B District 8 Lot 28 - SCBD Jend. Sudirman kav 52-53 No.5 Senayan - Kebayoran Baru,Jakarta,,12190,Indonesia,www.fundtastic.co.id,info@fundtastic.co.id,+62 21 2708 3521,,2018,Financial Services,e-Financial,"Lending, Wealth Management",Series A,,"Ascend Capital, Indivara Group",7.70,,,,,,,,,1,Series A,22-Feb-2021,7.70,,,49,,-,VC-Backed,Private,,
425809,FMG Inc.,Asia,"Tokyo Building 25F 2-7-3 Marunouchi, Chiyoda-ku",Tokyo,,,Japan,https://www.fleetmg.co.jp,,,,2020,Transportation Services,"Car Hire Services, HR & Workforce Software, Credit Collections & Services",Lending,Early Stage,,Samurai Incubate,,,,,,,,,,1,Unspecified Round,26-Oct-2020,,,,,Samurai Africa Fund II,-,VC-Backed,Private,,
425538,Crediation Inc.,Asia,"4-7-21 Nakanobu, Shinagawa-ku ",Tokyo,,,Japan,https://crediation.com,,,,,Financial Services,"Credit Collections & Services, Accounting/Finance Software",Lending,Early Stage,,"SBI Investment, X Capital Ventures",,,,,,,,,,1,Unspecified Round,25-Jun-2020,,,,16,SBI 4&5 Fund,-,VC-Backed,Private,,
424446,Decentro Tech Private Limited,Asia,"77 High Street, #09-11 High Street Plaza",Singapore,,179433,Singapore,www.decentro.tech,hello@decentro.tech,,,2020,IT Infrastructure,"IT Infrastructure, Accounting/Finance Software, e-Financial, Application Integration Software","Lending, Online Banking",Angel & Seed,,"Ufenau Capital Partners, Y Combinator, Plug and Play Ventures, FundersClub, VentureSouq, Locus Ventures, Unpopular Ventures, Upsparks",,,,,,,,,,4,Seed,11-Feb-2021,,,,32,,-,VC-Backed,Private,,
424119,"enpay, Inc.",Asia,"SPROUND Shinagawa Intercity Tower A 22F 2-15-1 Minato Minami, Minato-ku",Tokyo,,,Japan,https://enpay.co.jp/,,,,2020,Financial Services,Credit Collections & Services,"Processing & Payment Infrastructure, Saas, Smart-Pay: Physical-Digital Interactions, eWallets & Money Transfer",Series A,,"DNX Ventures, Chugin Lease",3.60,,,,,,,,,1,Series A,01-Apr-2021,3.62,,,,"Chugin Infinity Fund I, DNX Partners JP III",-,VC-Backed,Private,,
423486,Bankers Holding,Asia,"Shin-Osaka Hankyu Building 3F 1-1-1 Miyahara, Yodogawa-ku",Osaka,Osaka,532-0003,Japan,https://www.bkhd.co.jp,,+81 3 6380 9829,,2019,Financial Services,"Consumer Finance, Mortgage Banking, Credit Collections & Services","Cloud Computing, Wealth Management",Angel & Seed,,"CyberAgent Capital, Mizuho Capital, Incubate Fund, MINKABU THE INFONOID, Inc., Hack Ventures, Bankers Investment, i-nest capital, GREE Ventures, Estore Corporation, Ichigo Inc., MATSUOKA, Mirai Nihon Ventures",9.20,,,-0.24,,,,,,2,Unspecified Round,16-Apr-2021,9.19,,,,"CA Startups Internet Fund II, Hack Osaka Investment, Incubate Fund IV, Multus Investment I, Mizuho Growth Fund No.3, i-nest Fund I, GREE Ventures I, Multus Investment II, Mirai Nihon Value-up Fund I",-,VC-Backed,Private,,
423176,Endow.US Pte. Ltd.,Asia,158 Cecil Street #08-01,,,69545,Singapore,www.endowus.com,support@endowus.com,+65 31389167,,2017,Financial Services,"Internet, e-Financial",Wealth Management,Series A,Up Round,"Lightspeed Venture Partners, UBS, Samsung Venture Investment, Singtel Innov8, Softbank Ventures Asia, Asia Venture Group, Space Panda Ventures Limited",26.00,-2.84,-2.92,-2.92,0.44,500.21%,-657.8%,-640.9%,-658.3%,3,Series A,30-Jun-2021,21.80,,,128,"Growth Acceleration Fund, SVIC 38 New Technology Investment Fund, Lightspeed Venture Partners XIII, Lightspeed India Partners III",-,VC-Backed,Private,,69.36
422944,"Lecto, Inc.",Asia,"Shibuya FUKURAS 17F 1-2-3 Dogenzaka, Shibuya-ku",Tokyo,,,Japan,https://lecto.co.jp/,,,,2021,Software,"Claims Administration & Processing, Credit Collections & Services, Accounting/Finance Software","Lending, Saas",Angel & Seed,,"East Ventures, BEENEXT",0.90,,,,,,,,,1,Seed,22-Mar-2021,0.92,,,,"All Star SAAS Fund, EV Growth Fund II",-,VC-Backed,Private,,
420347,"LBB CO., LTD.",Asia,"1-1-5 Uehonmachinishi, Chuo-ku ",Osaka,Osaka,542-0062,Japan,https://lbb.co.jp/,,+81 06 6777 7115,,2018,Software,Software,"Mobile Apps, Smart-Pay: Physical-Digital Interactions, eWallets & Money Transfer",Series A,,"Future Venture Capital, Hack Ventures, Smaregi, Inc.",1.80,,,-0.57,,,,,,4,Series A,15-Apr-2021,1.75,,,,"Hack Osaka Investment, Osaka Social Issue Solution Fund, Region & Tomony Fund I, Kyoshin Innovation C2 Fund",-,VC-Backed,Private,,
413250,GajiGesa,Asia, ,Jakarta,,,Indonesia,www.gajigesa.com,info@gajigesa.com,+62 812 1198 5126,,2020,Financial Services,e-Financial,"Lending, Mobile Apps",Angel & Seed,,"Alto Partners, Smile Group, MassMutual Ventures, Quest Ventures, Defy.vc, Wagestream Ltd., GK-Plug and Play Indonesia, Next Billion Ventures, January Capital, OCBC NISP Ventura, Kanmo Retail Group, RS. Bunda Group",9.10,,,,,,,,,3,Unspecified Round,30-Nov-2021,6.60,,,81,"Defy.vc Fund II, MassMutual Ventures Southeast Asia II, January Capital Fund II",-,VC-Backed,Private,,8.45
412365,TrustVerse,Asia,10 Anson Road #18-08,Singapore,,79903,Singapore,www.trustverse.io,,+65 82 010 3418 4452,,2018,Financial Services,"Accounting/Finance Software, e-Financial","Cryptocurrency, Wealth Management",Series A,,,2.40,-0.33,-0.33,-0.42,0.00,,-136864.8%,-135288.9%,-170558.2%,1,Series A,23-Nov-2020,2.38,,,12,,-,VC-Backed,Private,,45.01
412347,Opulous,Asia, ,Singapore,,,Singapore,www.opulous.org,info@opulous.org,,,2020,Financial Services,e-Financial,"Cryptocurrency, Lending",Angel & Seed,,"Kosmos Ventures, Borderless Capital, TrustVerse, SOMESING",1.50,,,,,,,,,1,Seed,01-Feb-2021,1.50,,,,Algo Capital,-,VC-Backed,Private,,
412203,"YAGO, inc.",Asia,"1-4-4 Shibadaimon, Minato-ku ",Tokyo,,,Japan,https://yagoinc.jp/,hello@yagoinc.jp,,,2019,Education/Training,"Equipment Rental & Leasing, Education & Training Services, Web Applications","Mobile Apps, eWallets & Money Transfer",Early Stage,,"Incubate Fund, Apricot Ventures, W ventures",1.00,,,,,,,,,1,Unspecified Round,14-Feb-2021,0.95,,,5,"Incubate Fund I, Apricot Venture Fund 1, W ventures Fund II",-,VC-Backed,Private,,
411802,Muang Thai Broker Company Limited,Asia,252/99 Ratchadaphisek Road Huay Kwang,Bangkok,,10310,Thailand,www.gettgo.com,hello@gettgo.com,+66 21117800,,2017,Insurance,"Search Engines, e-Financial, Insurance, Brokerages","Digital Brokerage, InsureTech",Series A,,Muang Thai Insurance,10.70,,,,,,,,,2,Series A,28-Jan-2021,6.70,,,35,,-,VC-Backed,Private,,
410023,Robowealth Mutual Fund Brokerage Securities Company Limited,Asia,"6th Floor, Zuellig House Building 1-7 Silom Road, Silom, Bangrak",Bangkok,,10500,Thailand,www.robowealth.co.th,support@robowealth.co.th,+66 2 107 1860,,2017,Financial Services,Investment Banking,"Mobile Apps, Robo-advisors, Wealth Management",Series A,,Beacon Venture Capital,,,,,,,,,,1,Series A,20-Jan-2021,,,,65,,-,VC-Backed,Private,,
409936,Maclaurin,Asia,"647, Eonju-ro Gangnam-gu",Seoul,,6105,South Korea,www.maclaurin.ai,help@maclaurin.ai,+82 1599 2971,,2018,Software,"e-Financial, Software","Deep Learning, Machine Learning, Robo-advisors",Early Stage,,Korea Venture Investment Corporation,,,,,,,,,,1,Unspecified Round,11-Jan-2021,,,,12,,-,VC-Backed,Private,,
409632,Cong ty Co phan Thanh toan G,Asia,"Floor 9, Gold Tower, 275 Nguyen Trai Thanh Xuan",Hanoi,,,Vietnam,www.g-pay.vn,support@g-pay.vn,+84 1900 638 364,,2017,Financial Services,"Accounting/Finance Software, Application Integration Software, e-Financial, Insurance","Mobile Apps, Processing & Payment Infrastructure, eWallets & Money Transfer",Series A,,KB Financial Group,,,,,,,,,,1,Series A,19-Jan-2021,,,,31,,-,VC-Backed,Private,,18.40
409158,JPYC Inc.,Asia,"4-8-12 Shibakoen, Minato-ku ",Tokyo,,105-0011,Japan,https://jcam.co.jp,,,,2019,Software,"Financial Services, Software","Cryptocurrency, FinTech",Series A,,"Headline Asia, i-nest capital, Circle Ventures",4.80,,,,,,,,,2,Series A,10-Nov-2021,4.39,,,,"Infinity Ventures IV, i-nest Fund I",-,VC-Backed,Private,,
408833,microLEAP,Asia,"Wisma Pesaka Antah No.6, Jalan 13/6",Petaling Jaya,Selangor,46200,Malaysia,www.microleapasia.com,hello@microleapasia.com,+60 3 7954 0002,,2018,Financial Services,"Investment Banking, e-Financial, Insurance, Consumer Finance",Lending,Angel & Seed,,"Malaysian Technology Development Corporation, MAA Group",3.80,,,,,,,,,2,Unspecified Round,12-Jan-2021,3.30,,,9,,-,VC-Backed,Private,,
408614,WealthGuide,Asia,"83, Uisadang-daero, Yeongdeungpo-gu ",Seoul,,,South Korea,www.wealthguide.co.kr,wealthguide.dev@gmail.com,,,2019,Financial Services,Financial Services,"Mobile Apps, Robo-advisors, Wealth Management",Early Stage,,"KTB Private Equity, KB Investment, Seoul Technology Holdings, P&P Investment",2.80,,,,,,,,,1,Unspecified Round,07-Jan-2021,2.83,,,6,"KB New Deal Innovation Fund, Seoul STH Fintech Venture Fund",-,VC-Backed,Private,,
408594,"Korea Digital Asset Custody Co., Ltd.",Asia,"4th Floor, Seyoung J Tower, 525 Gangnam-daero, Banpo-dong, Seocho-gu ",Seoul,,,South Korea,www.kdac.io,,,,2020,Financial Services,"e-Financial, IT Infrastructure","Cryptocurrency, FinTech",Early Stage,,"Shinhan Bank, Korea Information Certificate Authority Inc.",,,,,,,,,,2,Unspecified Round,27-Dec-2021,,,,244,,-,VC-Backed,Private,,
408519,Famitra Inc.,Asia,"Sumitomo Fudosan Roppongi-dori Building 2F 7-18-18 Roppongi, Minato-ku",Tokyo,,106-0032,Japan,www.famitra.jp,info@famitra.jp,+81 3 3746 3553,,,Financial Services,Consumer Finance,Wealth Management,Series A,,"Tokio Marine and Nichido Fire Insurance, SMBC Venture Capital, Mizuho Capital, Mizuho Bank, Eight Roads Ventures Japan (Inactive), Aflac Corporate Ventures, DG Daiwa Ventures, Coral Capital",14.40,,,,,,,,,2,Series A,15-Dec-2021,12.27,,,7,"Aflac Venture Fund, DG Lab Fund II, SMBC Venture Capital No. 6, Mizuho Growth Fund No.4, Coral Capital III",-,VC-Backed,Private,,
408002,Grab Financial Group,Asia,3 Media Close ,Singapore,,68809,Singapore,www.grab.com/sg/,support.sg@grab.com,+65 6655 000,,2018,Consumer Services,"Courier & Delivery Services, Food, e-Financial","Mobile Apps, Smart-Pay: Physical-Digital Interactions",Series A,,"GGV Capital, Arbor Ventures, Flourish Ventures, K3 Ventures, Hanwha Asset Management",300.00,-4.87,-4.87,-5.71,51.53,12.16%,-9.5%,-9.5%,-11.1%,1,Series A,06-Jan-2021,300.00,,,,"GGV Discovery III, Arbor Venture Fund III",-,VC-Backed,Private,,
407175,Korea Credit Data,Asia,"10F, 127, Teheran-ro Gangnam-gu",Seoul,,6133,South Korea,www.kcd.co.kr,help@cashnote.kr,+82 1522 9342,,2016,Software,"Internet, Accounting/Finance Software","FinTech, Mobile Apps",Angel & Seed,,"KB Kookmin Bank, KT Corporation, Shinhan Investment Corp., Kakao Ventures, Kolon Investment, QUAD Investment Management, Ryukyung PSG Asset Management, KB Securities, Kakao Corp., Korea Tech Incubator for Startup, BASS Investment, Dunamu & Partners, GS Retail, D.CAMP, KG INICIS, KClavis Investment",38.50,,,,,,,,,10,Unspecified Round,18-Nov-2021,33.80,,,84,"Kakao Digital Contents Fund, KOLON 2017 The fourth industrial revolution fund, KB - KTB Fintech Venture PEF, Shinhan-Cognitive Contents Investment Fund I",-,VC-Backed,Private,,676.00
406815,KIDSPAY CO. Ltd.,Asia,"2, Nakseongdae-ro, Gwanak-gu ",Seoul,,,South Korea,www.kidspay.co.kr,,+82 70 5227 2880,,2019,Software,Software,"E-commerce, Smart-Pay: Physical-Digital Interactions",Angel & Seed,,"Kids Note, Bluepoint Partners, S Cubic Angels, Infobank",,,,,,,,,,3,Unspecified Round,02-Aug-2022,,,,,Daejeon Non-regulated R&D District Bluepoint PEF,-,VC-Backed,Private,,
406672,Skuad Pte. Ltd.,Asia,68 Circular Road #02-01,Singapore,,49422,Singapore,www.skuad.io,hello@skuad.io,,,2019,Software,"HR & Workforce Software, Accounting/Finance Software, Recruitment/Executive Search","FinTech, Saas",Series A,,"Anthemis Group, Alto Partners, BEENEXT, Mindlance, Inc.",8.90,-0.38,-0.38,-0.50,6.77,421.03%,-5.6%,-5.6%,-7.5%,2,Series A,05-Apr-2022,7.73,,,242,"Female Innovations Lab, BEENEXT Opportunity Fund",-,VC-Backed,Private,,39.47
