Company ID,Companies,Last Financing Valuation,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Type 3,First Financing Deal Class,Active Investors,Ownership Status,Primary Industry Code,Last Financing Date,Last Financing Size,Last Financing Deal Type,Primary Contact,Company Financing Status,Year Founded,HQ Location,Website,Description,PitchBook Link
493845-13,Impact Circle,3.28,16-Mar-2022,0.69,3.28,Seed Round,Seed Round,,Venture Capital,"Inclusion Japan, Relic (Financial Software)",Privately Held (backing),Other Financial Services,16-Mar-2022,0.69,Seed Round,Satoshi Takahashi,Venture Capital-Backed,2021,"Tokyo, Japan",www.impact-circle.co.jp,"Developer of social impact investment platform designed to visualize the social impact of businesses. The company operates a microfinance platform that visualizes the social impact generated by investment in order to create a mechanism that encourages participation in solving social issues through investment, providing investors with a platform that promotes social impact investment.",View company online
467153-38,Inai,,03-Jun-2021,,,Seed Round,Seed Round,,Venture Capital,"9Unicorns, Amara VC, Amara Ventures, Anarko ventures, Better Capital (San Francisco), Charlie Delingpole, Clearsign Capital, ESAS Ventures, FortyTwo.VC, Gemba Capital, Greg Kidd, Hard Yaka, Kube VC, Kunal Shah, Launchpad Capital, Lenny Rachitsky, Louis Beryl, Matt Robinson, Naren Shaam, Paua Ventures, PointOne Capital, Rohit Bodas, Sanat Rao, Soma Capital, Sriram Krishnan, Uncommon Capital, Y Combinator",Privately Held (backing),Financial Software,20-Sep-2021,4.00,Seed Round,Karthik Naraynan,Venture Capital-Backed,2021,"Oakland, CA",www.inai.io,"Developer of a prototype application server designed to offer a modern payment stack without any code. The company offers alternate payment methods and nonfinancial business integrations, enabling merchants to optimize payments and future-proof their stack without writing any code.",View company online
497389-78,IndiaClan,,01-Mar-2022,0.13,,Seed Round,Seed Round,,Venture Capital,"First Cheque, PointOne Capital",Privately Held (backing),Financial Software,01-Mar-2022,0.13,Seed Round,Kshitij Mehra,Venture Capital-Backed,2022,"New Delhi, India",www.indiaclan.com,"Operator of financial literacy and investment platform intended for users to discover and connect with India's trusted and verified financial influencers. The company's platform helps to manage money, diversify wealth and invest in the financial markets in a structured and secure way, enabling users to seek professional advice which is convenient and affordable in order to achieve personal financial dreams.",View company online
436757-05,indiagold,,28-Feb-2021,1.92,,Seed Round,Seed Round,,Venture Capital,"3one4 Capital, Alpha Wave Global, Amrish Rau, Ashneer Grover, Better Tomorrow Ventures, Bhavik Koladiya, Blume Ventures, Draper Venture Network, Kunal Bahl, Kunal Shah, Leo Capital, Manish Vij, Miten Sampat, PayU, Prosus, Rainmatter Capital, Rajul Garg, Ramakant Sharma, Rohit Bansal, Sandeep Tandon, Titan Capital",Privately Held (backing),Consumer Finance,09-Sep-2022,10.00,Early Stage VC,Nitin Misra,Venture Capital-Backed,2020,"New Delhi, India",www.indiagold.co,"Provider of gold loan and locker services intended to help meet the savings, consumption & credit needs using gold. The company offers insured locker systems with real-time tracking and a free doorstep pick & drop facility and also provides instant loans against the gold at lower rates and minimal documentation, enabling customers to have a convenient and secure way to deposit their gold avail loan against the same.",View company online
490299-58,IndiGG,,12-Dec-2021,6.00,,Seed Round,Seed Round,,Venture Capital,"Alan Howard, Alexis Ohanian, Animoca Brands, Backed and Sfermion, Blockchain Founders Fund, C Squared Ventures, Dune Ventures, Elevation Capital (India), Emfarsis, Griffin Gaming Partners, Infinity Ventures Crypto, Jump Capital, Lightspeed Venture Partners, Play Ventures, RR2 Capital, Scopely, Sequoia Capital India, Sfermion, Stealth Capital, Symbolic Capital, Transcend Fund, Variant Fund, Woodstock Fund",Privately Held (backing),Entertainment Software,12-Dec-2021,6.00,Seed Round,,Venture Capital-Backed,2021,"Panama City, Panama",indi.gg,"Operator of a non-fungible token platform intended for web3 gaming. The company's platform features an ecosystem of Web3 games, providing players a platform to play games and earn blockchain-based digital assets.",View company online
490301-74,Infinity Force,,19-Jan-2022,5.50,,Seed Round,Seed Round,,Venture Capital,"Andromeda Capital, Animoca Brands, BlackPine Group, Blockdream Ventures, Double Peak, DWeb3 Capital, GSR, Jinlin Capital, Jump Capital, Metavest Capital, MEXC, MH ventures, SkyVision Capital, Token Bay Capital",Privately Held (backing),Business/Productivity Software,01-May-2022,,Early Stage VC,Darren Vinh,Venture Capital-Backed,2021,"Singapore, Singapore",www.infinityforce.com,"Developer of a play-and-earn guild management system intended to offer support infrastructure for the blockchain gaming industry. The company's platform provides end-to-end software as a service encompassing player recruitment and onboarding, training and development, as well as performance management automation, payments processing, and data analytics, enabling players to build and manage their own guild and reach their full earning potential.",View company online
501057-64,Instaworld,,01-Jan-2021,,,Accelerator/Incubator,,,Other,SOSV,Privately Held (backing),Logistics,04-May-2022,0.15,Seed Round,Hashaam Sheikh,Venture Capital-Backed,2021,"Islamabad, Pakistan",www.instaworld.pk,"Developer of a fintech-based logistics platform intended to deliver quicker and make instant payments. The company's platform specializes in tracking all activities in real-time, from order placement to last-mile delivery including COD deposits, giving customers full visibility at all times through a network of warehouses and fulfillment centers, agile last-mile logistics fleet, fintech-enabled instant payment services, customer support network, and a sophisticated AI-powered end-to-end technology stack, enabling enable e-commerce vendors to fulfill and deliver orders faster increasing their sales and brand loyalty.",View company online
463482-73,InsurAce,,24-Nov-2020,1.00,,Seed Round,Seed Round,,Venture Capital,"ArkStream Capital, Assembly Partners, Blockdream Ventures, DeFiance Capital, Ellipti, GFS Ventures, Hashed (Accelerator), Hashed (Application Software), Huobi DeFi Labs, LuneX Ventures, ParaFi Capital, SevenX Ventures, Shima Capital, Signum Capital",Privately Held (backing),Financial Software,24-Nov-2020,1.00,Seed Round,Oliver Xie,Venture Capital-Backed,2020,"Singapore, Singapore",www.insurace.io,"Developer of a decentralized insurance protocol designed to empower the risk protection infrastructure for the Defi community. The company provides portfolio-based insurance products with optimized pricing models to substantially lower the cost and launch insurance investment functions, enabling users to get sustainable returns and coverage for cross-chain Defi projects to benefit the whole ecosystem.",View company online
502806-79,Interality,,27-Jul-2022,,,Seed Round,Seed Round,,Venture Capital,"Adept Ventures, Alvin Tse, Graycell Ventures, Jaynti Kanani, Joel John, Maninder Gulati, Sam Shergill",Privately Held (backing),Entertainment Software,27-Jul-2022,,Seed Round,Farheen Ahmad,Venture Capital-Backed,2021,"Bengaluru, India",interality.io,"Operator of a virtual world engine platform intended for Creators, Communities & Brands to launch their own XR-enabled Virtual Worlds. The company's platform offers tools and protocols for XR-enabled worlds (3D, VR, AR) with cross-platform compatibility and in-world smart contract integration, volumetric content in AR, in-world shopping mechanism, and V-tubing, enabling users to create & monetize in-world Content, products & experiences in the Metaverse.",View company online
494927-02,Invesmint,8.52,01-Apr-2022,1.95,8.52,Early Stage VC,,,Venture Capital,Upsparks,Privately Held (backing),Financial Software,01-Apr-2022,1.95,Early Stage VC,Aakash Goel,Venture Capital-Backed,2021,"Bengaluru, India",www.investmint.club,"Developer of a financial mobile application intended to unbundle investing across asset classes. The company's platform offer curated systematic rules-based investing plans accordingly and provides portfolio management, enabling clients to never miss an investment opportunity.",View company online
493736-50,InvoiceNxt,,15-Jul-2021,,,Accelerator/Incubator,,,Other,F10,Privately Held (backing),Financial Software,15-Jul-2021,,Accelerator/Incubator,Volkmar Ahrens,Accelerator/Incubator Backed,2020,"Singapore, Singapore",www.verticys.com,"Operator of invoice financing platform intended to provide business finance solutions that help companies grow. The company's platform provides instant liquidity by unlocking cash stuck in unpaid invoices using intelligent process automation, enabling companies to access working capital and focus on running their business.",View company online
497919-07,IOUX,,05-Jun-2022,0.50,,Seed Round,Seed Round,,Venture Capital,,Privately Held (backing),Financial Software,05-Jun-2022,10.00,Early Stage VC,H.P. Kumar,Venture Capital-Backed,2021,"New Delhi, India",www.ioux.in,"Operator of smart contracts and financing solutions developed to authenticate genuineness through our KYC system. The company is creating smart contracts, digital execution and storage of documents, KYC authentication & invoice financing, helping formal and informal business enterprises with a holistic solution to execute legal and financial agreements to promote ease of doing business.",View company online
495957-25,iPiD,,,,,Seed Round,Seed Round,,Venture Capital,"1982 Ventures, Jungle Ventures, Rapyd, Resolution Ventures, Saison Capital, Wing Vasiksiri, XA Network",Privately Held (backing),Other Financial Services,31-Aug-2022,3.30,Seed Round,Damien Dugauquier,Venture Capital-Backed,2021,"Singapore, Singapore",www.ipid.tech,"Developer of cross-border payments platform intended to make payments globally using a single application programming interface. The company's platform helps customers make payments or receive funds globally based on a phone number or another alias like email, social media ID, or QR code, enabling businesses to grow payment volumes and reduce operational costs.",View company online
494754-94,IQ Protocol,,03-Mar-2022,12.00,,Early Stage VC,,,Venture Capital,"7 O'clock Capital, Alpha Crypto Group, Argo Labs, AU21 Capital, Axia8 Ventures, AxisStars, Bekar Goletiani, BreederDAO, ChainMyth, Cipholio Ventures, Contango Digital Assets, Criterion VC, Crypto Round Table, Crypto.com Capital, Cryptology Asset Group, Cryptomeria Capital, DAO Capital, DAOSquare, DEFIYIELD, Digital Strategies, Double Peak Group, FBG Capital, Firework Games, Fish DAO, GBV Capital, Genblock Capital, Genesis Block Ventures, GSR, Heslin Kim, Influence Capital, Kronos Research, Lua Ventures, LuaVentures, LVT Capital, M77 Ventures, MEXC Global, Mike Zajko, Mission Ventures, NGC Ventures, Oddiyana Ventures, One Block Capital, Parachain Ventures, ParaState Labs, Perridon Holdings, PetRock Capital, Pluto Digital Assets, Priyanka Gill, Rahul Dalmia, Rainmaker Games, Republic Capital, Richmond Theo, Sandeep Nailwal, Sarutobi Sasuke, Solar Eco Fund, Solarpunk Ventures, StarLaunch, UniX Gaming, Vespertine Capital, Waleed Rassuli, Warp Speed Capital, Wave7, Wealth Union, Yuen Wong, ZBS Capital",Privately Held (backing),Other Financial Services,03-Mar-2022,12.00,Early Stage VC,Pavel Popov,Venture Capital-Backed,2021,"Singapore, Singapore",www.iq.space,"Developer of a blockchain technology intended for renting digital assets. The company's platform is a Defi framework with features like NFT renting, fungible token renting, and blockchain subscriptions, serving users in renting wrapped expirable versions of digital assets for the use cases they empower.",View company online
494920-09,iTribe,8.10,12-Apr-2022,1.00,8.10,Seed Round,Seed Round,,Venture Capital,"Achyuth Racharla, Aditya A, Aravind Sanka, Blue Lotus Ventures, Clinging Stars LLP, Eximius Ventures, Gaurav Dahake, Harish Sivaramakrishnan, Harsh H, Incisive Ventures, Ketan Jogani, Kunal Shah, Lekhaj Nadimpalli, Naveen Kumar, Pavan Guntupalli, Plan B Capital Group, Rakesh Vaddadi, Ramana Maddirala, Ravi R, Reeju Datta, Rishikesh SR, Sai Gorth, Siddhartha Sahai, Silus Chintapalli, Srinivas Iyengar, Swamy Seetharaman",Privately Held (backing),Financial Software,12-Apr-2022,1.00,Seed Round,Nikhil Manikanta,Venture Capital-Backed,2021,"Bemgaluru, India",www.itribe.in,"Developer of financial services platform to make personal finance and investing topics and build a financially independent India. The company's platform offers news related to stocks, advisors, and investment ideas in real-time without any bundles, enabling users by increasing their knowledge, find news and tools, and get second opinions from investment professionals.",View company online
472260-07,IX Swap,,13-May-2021,1.75,,Early Stage VC,Series A,,Venture Capital,"Assets Investments, Baksh Capital, BlocTech Investment Group, COSIMO Ventures, Faculty Capital, GDA Capital, JST Capital, N2H4 Capital, SMO Capital, Token Bay Capital, Tokenomik",Privately Held (backing),Financial Software,01-Aug-2021,,Seed Round,S. Chen,Venture Capital-Backed,2021,"Singapore, Singapore",www.ixswap.io,"Developer of a decentralized finance platform designed for the security token and tokenized stock industry. The company's platform facilitates the trading of security tokens through licensed custodians and security brokers which provide actual ownership and claim over real-world assets, thereby enabling clients to take part in trading and have global access to the untapped asset classes.",View company online
482235-40,Izumi,,09-Nov-2021,2.10,,Early Stage VC,,,Venture Capital,"Adaptive Insights, Babel Finance, Bixin, Cadenza Capital, CyberX (crypto broker), Everest Ventures Group, Fenbushi Capital, Gate.io Labs, GSR, HackerLink, HashKey Digital Asset Group, Highland Capital Partners, Intermediate Capital Group, IOSG Ventures, Kleiner Perkins, Kronos Research, LucidBlue Ventures, MEXC, Nothing Research, Puzzle Ventures, Tess Ventures, WolfEdge Capital, WOO Network, Youbi Capital",Privately Held (backing),Financial Software,09-Dec-2021,3.50,Early Stage VC,Jimmy Yin,Venture Capital-Backed,2020,"Tokyo, Japan",www.izumi.finance,"Developer of a liquidity mining protocol designed to extend concentrated liquidity service for multi-chains. The company offers non-homogenous liquidity mining protocols to provide Uniswap lp token staking rewards in different price ranges, enabling liquidity providers to improve the efficiency of incentive distribution and enhance their earnings.",View company online
472172-32,Jar (Financial Software),300.00,10-Oct-2021,4.57,7.53,Seed Round,Series 1,,Venture Capital,"1 Finance, Adam Nash, Alex Lin, Ali Moiz, Alvin Tse, Andreessen Horowitz, Arkam Ventures, Ayush Shukla, Byron Ling, Capier Investments, Christopher Laughlin, Cloud Capital, Emphasis Ventures, Eximius Ventures, Folius Ventures, Force Ventures, Howard Lindzon, Jeremy Cai, Joel John, Keith Ryu, Kube VC, Kunal Khattar, Kunal Shah, LetsVenture Online, Manik Gupta, MSA Novo, Murtaza Hussain, Musha Ventures, Onnivation, Panthera Capital Investments, Paramark Ventures, Paul Kesserwani, Prophetic Ventures, Rahul Bhardwaj, Rainfall, rocketship.vc, Rupert van Millingen, Shaan Puri, Shamir Karkal, Shiva Sangwan, Snow Leopard Ventures, Stonks, Suleman Ali, Third Prime, Tiger Global Management, Tribe Capital, Uncommon Capital, Upsparks, Victor Jacobsson, Vivekananda Hallekere, WEH Ventures, Yes VC, Zachary Hargreaves",Privately Held (backing),Financial Software,18-Aug-2022,22.60,Early Stage VC,Nishchay Arkalgud Gowrishankar,Venture Capital-Backed,2021,"Bangalore, India",www.myjar.app,"Developer of gold savings software intended to help users to invest in digital gold. The company's platform helps to save money by taking spare change from online transactions and investing it in digital gold automatically which can be redeemed anytime, enabling users to create a habit of daily savings as investments in digital gold, which can be redeemed or withdrawn easily through UPI.",View company online
466446-07,Jelly (Financial Software),,14-May-2021,,,Early Stage VC,,,Venture Capital,100X.VC,Privately Held (backing),Financial Software,14-May-2021,,Early Stage VC,Parth Jaimini,Venture Capital-Backed,2021,"Jaipur, India",www.getjellycard.com,"Operator of a platform intended to bring financial and marketing power back to retailers and shoppers by reducing and rerouting the humongous marketing spends into the shopper's pocket. The company's platform digitizes and automates marketing in the online world by democratizing influencer perks and developing a community where the brand and customer interact with each other, enabling users to pay by social media posts at the point of sale.",View company online
506746-54,Jibu Data,,31-Jan-2022,1.57,,Seed Round,Seed Round,,Venture Capital,"GSR Ventures, StepVC",Privately Held (backing),Database Software,31-Jan-2022,1.57,Seed Round,Yang Liu,Venture Capital-Backed,2020,"Shanghai, China",www.jibudata.com,"Developer and provider of secured data storage solutions designed for cloud computation. The company's products utilize cloud-native storage technology capabilities, provide data backup and recovery services for clients in the financial, artificial intelligence, and advanced manufacturing industries, enabling enterprise users to restore data and applications with efficiency and reliability.",View company online
490984-30,Jify,,08-Dec-2021,0.10,,Accelerator/Incubator,,,Other,"Accel, Jupiter, Nexus Venture Partners, QED Innovation Labs, Sequoia Capital India, StrongHer Ventures, Varanium Capital Advisors",Privately Held (backing),Financial Software,03-Aug-2022,10.00,Early Stage VC,Anusha Ramakrishnan,Venture Capital-Backed,2021,"Mumbai, India",www.jify.co,"Developer of a fintech platform designed to build financial resilience by providing employees access to their earnings in real-time. The company's platform focuses on building long-term financial wellness for the employed workforce via multiple tools for easy budgeting, tracking, and financial education and coaching, thereby empowering employees to instantly access, track, save and manage their pay.",View company online
492941-80,JiPay,,18-Jan-2021,0.11,,Seed Round,Seed Round,,Venture Capital,"East Ventures, Iterative Accelerator, Manila Angel Investors Network, Protege Ventures, Shivaas Gulati, SHL Capital",Privately Held (backing),Financial Software,18-Jan-2021,0.10,Early Stage VC,Dayana Yermolayeva,Venture Capital-Backed,2020,"Singapore, Singapore",www.jipay.app,"Developer of a financial platform intended to bring domestic workers into the cashless economy. The company offers a dedicated card for domestic helpers to make purchases on behalf of their employer which can be topped up via an app, set budgets, and spending limits, and monitor purchases online in real-time, enabling households to go cashless and take better control of household spending",View company online
498076-57,Jiraaf,,03-May-2022,7.50,,Early Stage VC,Series A,,Venture Capital,"Accel, Anuj Jhaveri, Aspire Family Office, Capital A (India), Dharmil Sheth, Mankekar family office, Ramakant Sharma, Ronak Morbia, Shantanu Garg, Siddharth Shah",Privately Held (backing),Financial Software,03-May-2022,7.50,Early Stage VC,Saurav Ghosh,Venture Capital-Backed,2021,"Bengaluru, India",www.jiraaf.com,"Developer of an alternative investment platform designed to simplify and democratize access to new-age investments. The company platform offers alternative investment services such as invoice discounting, venture debt, corporate debt, revenue-based financing, and so on, helping customers to earn better returns.",View company online
437472-10,Jodo,105.00,23-Jul-2020,3.79,13.03,Seed Round,Series A,,Venture Capital,"Amit Rajan, Deepti Sanghi, Elevation Capital (India), Matrix Partners India, QED Innovation Labs, Rainmatter Capital, Sarthak Misra, Tiger Global Management",Privately Held (backing),Financial Software,09-Aug-2022,15.00,Early Stage VC,Raghav Nagarajan,Venture Capital-Backed,2020,"Bangalore, India",www.jodo.in,"Developer of a fintech platform intended to provide financial services for middle-income households. The company's platform offers an alternate way to pay school fees for the lower-middle-class by facilitating them to pay in two-three installments that solve the cash flow issues for low-income households which face a shortage of funds after paying a hefty sum, providing parents to pay their children's school fees in monthly installments at no interest cost.",View company online
454676-95,Junio,,14-Jun-2021,2.06,,Seed Round,Seed Round,,Venture Capital,"Amit Lakhotia, Ashneer Grover, Deepak Abbot, First Cheque, Kunal Shah, NB Ventures, Pravin Jadhav, Rajiv Dadlani Group, Superb Capital, Venture Catalysts (Mumbai), Yashish Dahiya",Privately Held (backing),Financial Software,04-Mar-2022,6.00,Early Stage VC,Shankar Nath,Venture Capital-Backed,2020,"Delhi, India",www.junio.in,"Developer of a smart card designed to digitize pocket money for children. The company's platform allows instant transfer of pocket money from parents to their children, and children can use these smart cards as regular ATM cards to shop online and at physical stores, enabling children to learn financial discipline, manage expenses independently, and grow into financially responsible adults.",View company online
498316-87,Kaki,,01-Mar-2021,0.80,,Angel (individual),Angel (individual),,Individual,"Aave, Alpaca Finance, Binance Labs, Bitrise Capital, Bixin Ventures, Catcher VC, Chainlink Labs, CoinMarketCap, Consensus Lab (Blockchain investor), IOBC Capital, Leland Ventures, LINKVC, Loopring, Mars Blockchain, Mayflower Capital, Offchain Labs, Prestige Fund, Slow Mist",Privately Held (backing),Financial Software,01-Nov-2021,0.20,Seed Round,,Venture Capital-Backed,2021,"Singapore, Singapore",www.kakifi.com,"Developer of a decentralized no-loss options protocol designed to create options decentralized exchange for retail users. The company provides innovative Defi products by combining NFT and gaming elements and offers a low risk of storing stable coin assets while gaining interest in them, enabling users to play options trading games without the risk of losing their capital.",View company online
460295-74,Kalamint,,18-Feb-2021,,,Seed Round,Seed Round,,Venture Capital,"Amesten Capital, Draper Goren Holm",Privately Held (backing),Financial Software,18-Feb-2021,,Seed Round,Sandeep Sangli,Venture Capital-Backed,2021,"Bengaluru, India",kalamint.io,"Operator of a digital art marketplace intended to help artists put their artwork on a blockchain network. The company's marketplace works on a Non -Fungible Token (NFT) platform which cannot be traded in parts or fractions unlike bitcoins and Ethereum and is considered safer, enabling artists to sell digitally and safeguard their work from getting copied or counterfeited.",View company online
489931-66,KalPay (Financial Software),,,,,Accelerator/Incubator,,,Other,"National Incubation Center (NIC), Sabr Capital",Privately Held (backing),Financial Software,17-Feb-2022,,Angel (individual),Shershah Hassan,Accelerator/Incubator Backed,2020,"Lahore, Pakistan",kalpayfinancials.com,"Developer of a credit facility platform designed to play a vital role in financial inclusion in the country. The company's platform offers a credit facility, installment facility, user account management and data protection, enabling customers to pay later while shopping online, through the option of paying in three equal monthly installments.",View company online
497784-43,Kanak,,30-May-2021,,,Seed Round,Seed Round,,Venture Capital,"Bitnine, Platform Partners Asset Management, Sonid, Vector Technology Investment",Privately Held (backing),Financial Software,08-Mar-2022,0.01,Early Stage VC,Wonil Lee,Venture Capital-Backed,2020,"Seoul, South Korea",www.kanak.co.kr,"Developer of a payment platform designed to provide easy payment solutions. The company's platform features the ability to provide convenient settlement and an intuitive screen structure to increase work efficiency, flexible fund management, easy real-time payment approval/cancellation and more, enabling companies to increase profits by providing low commission rates for affiliates.",View company online
463099-51,Karmalife,,23-Jun-2020,0.10,,Accelerator/Incubator,,,Other,"Abhinav Sinha, Amit Jain, Artha India Ventures, Balesh Sharma, Catalyst Fund, First Principles Ventures, LV angel fund, Netgraph Investment, Pratekk Agarwaal, Samyakth Capital, Singularity Ventures, Vamsi Udayagiri, Vikram Kailas",Privately Held (backing),Financial Software,23-Feb-2022,2.20,Early Stage VC,Rohit Rathi,Venture Capital-Backed,2020,"Bangalore, India",www.karmalife.ai,"Developer of a financial platform intended to serve grey and blue-collar workers. The company's smartphone-linked credit-on-tap service for gig and contract workers is routed through their aggregators and employers, allowing users to access and spend funds within minutes, providing users with funds to manage their day-to-day cash flows, reducing dependence on rigid payout schedules and costly external loans.",View company online
483662-53,keep flying,,,1.20,,Seed Round,Seed Round,,Venture Capital,Bala Swaminathan Trust Fund,Privately Held (backing),Air,,1.20,Seed Round,Sudarsan Lakshmikumar,Venture Capital-Backed,2021,"Singapore, Singapore",www.keepflying.aero,"Developer of Data Science as a Service (Daas) designed for a new era of digital aviation. The company's platform is an asset's revenue potential through its remaining useful life (RUL) and an artificial intelligence-driven simulation for profitability & capacity planning of an asset's maintenance visit (hangar, shop), enabling customers to visualize the revenue potential of assets.",View company online
492596-29,keyta,,27-Sep-2021,,,Accelerator/Incubator,,,Other,"Indonesia Women Empowerment Fund (IWEF), Kairous Capital, Startup Studio Indonesia",Privately Held (backing),Business/Productivity Software,19-Feb-2022,,Seed Round,Jacqueline Latip,Venture Capital-Backed,2020,"Jakarta, Indonesia",www.keyta.id,"Developer of conversational commerce tool developed for online sellers. The company's platform provides an embedded keyboard equipped with several features that improve and simplify day-to-day transactions of an online seller, such as auto-text template, delivery cost check in real-time, invoice creation, and transactions management, enabling online sellers to recap their sales transactions, arrange shipments and reply to customer chats from one application.",View company online
464159-80,Kikitrade,,01-Mar-2020,,,Accelerator/Incubator,,,Other,"Alan Howard, Animoca Brands, AppWorks, Artesian Capital Management, Audeo Ventures, Cherubic Ventures, Dragonfly (San Francisco), Everest Ventures Group, Joint Journey Intelligent Investments, Media Asia Group Holdings, SNZ Holding, SuperChain Capital, Vulpes Ventures",Privately Held (backing),Financial Software,03-Apr-2022,6.00,Early Stage VC,Allen Ng,Venture Capital-Backed,2020,"Hong Kong, Hong Kong",www.kikitrade.com,"Developer of a digital asset trading platform designed for both beginners and experts. The company's digital asset trading platform is regulated by the Australian government financial intelligence agency to ensure users' accounts are protected, and it enables users to start trading cryptocurrencies with zero commission fee, providing users a user-friendly, secure, and fun investing experience.",View company online
443156-77,KingSwap,,30-Oct-2020,20.00,,Early Stage VC,,,Venture Capital,"7CC Blockchain Investments, Alpha Sigma Capital, Gravitas International, Hashstreet VC, Plutus.VC, Technicorum Holdings, Tradecraft Capital",Privately Held (backing),Financial Software,30-Oct-2020,20.00,Early Stage VC,Dunstan Teo,Venture Capital-Backed,2020,"Singapore, Singapore",www.kingswap.io,"Developer of decentralized finance platform designed to offer off-ramp fiat currency converting solutions. The company offers high-yield liquidity platform offering staking and digital collectibles, thereby enabling users to anticipate and develop better trading strategies.",View company online
489770-65,kini,,01-Jul-2021,,,Seed Round,Seed Round,,Venture Capital,"East Ventures, Goodwater Capital, K50 Ventures, OurCrowd, TEN13",Privately Held (backing),Human Capital Services,07-Jul-2022,4.30,Seed Round,Sidnei Budiman,Venture Capital-Backed,2021,"Jakarta, Indonesia",www.kini.id,"Operator of a human resources technology platform designed to empower and engage employees in Indonesian businesses. The company specializes in collaborating with employers to provide employees access to their pay on-demand to cover urgent expenses, enabling employers to provide salary facilities to employees.",View company online
496164-34,Koinbasket,,05-May-2022,2.00,,Seed Round,Seed Round,,Venture Capital,"Accenture, Ajeet Khurana, Chona Family Office, CXO Global Solutions, Fiserv, Kube VC, Navin Gupta, Nimesh Kampani, Omar Rahim, Sandeep Nailwal, Upsparks",Privately Held (backing),Financial Software,05-May-2022,2.00,Seed Round,Khaleelulla Baig,Venture Capital-Backed,2022,"Singapore, Singapore",www.koinbasket.com,"Developer of investment platform intended to solve the challenge of analyzing crypto projects. The company's platform specializes in curating diversified crypto baskets around themes, trends, and ideas that are easy to understand, affordable to invest and simple to manage for beginners and pros, enabling investors to buy dozens of cryptos in a single click via auto-connected crypto exchanges.",View company online
500980-96,KoinX,,,,,Angel (individual),Angel (individual),,Individual,"1947 Rise, Ajeet Khurana, Amesten Capital, KubeVC, Maninder Gulati, Navin Gupta, Ratio Ventures, Sandeep Nailwal, Siddharth Malik, Tykhe Block Ventures, Utsav Somani, We Founder Circle",Privately Held (backing),Financial Software,05-Jul-2022,1.50,Seed Round,Punit Agarwal,Venture Capital-Backed,2022,India,www.koinx.com,"Developer of a crypto tax platform intended to enable investors to automate their taxation by integrating their portfolio and transactions on a single unified platform with a consolidated dashboard. The company offers a platform that has integrated with crypto exchanges including CoinDCX, Binance, WazirX, Vauld, BitBNS, CoinSwitch, and Kuber, allowing crypto users to calculate tax implications related to Web3 transactions digitally.",View company online
482282-29,Kollect Cards,,16-Sep-2021,2.00,,Early Stage VC,,,Venture Capital,"a41 Ventures, AVSTAR capital, Bitcoin Addict Thailand, Blockdream Ventures, CatcherVC, CryptoKudasaiJP, FBG Capital, Grenade Lab, ICO Pantera, Infinity Ventures Crypto, Kenetic Capital, Kyros Ventures, Sunrise Dragon, TK Ventures, Vendetta Capital",Privately Held (backing),Financial Software,16-Sep-2021,2.00,Early Stage VC,Joy Choi,Venture Capital-Backed,2021,"Seoul, South Korea",www.kollect.cards,"Developer of gamified collection card platform designed for animations and any branded IPs. The company's platform offers a unique digital collection card with strong gamification features and has a built-in play-to-earn feature, thereby allowing users to strategically stake their cards in different collection books to maximize their rewards",View company online
472295-71,KOLnet (Launchpad),,01-Dec-2021,,,Early Stage VC,,,Venture Capital,HG Ventures (South Korea),Privately Held (backing),Financial Software,01-Dec-2021,,Early Stage VC,Ryan Deen,Venture Capital-Backed,2020,"Singapore, Singapore",www.kolnet.io,"Operator of a marketing launchpad intended to decentralize markets for the benefit of everyone. The company's platform monetizes critical opinion leaders by providing early investment to projects, decentralized crowd marketing by utilizing multi-chain token pools, and validation through proof of marketing, enabling investors to earn KOL tokens to share pool rewards and invest in project pre-sales.",View company online
494177-50,Komet (Financial Software),,01-Mar-2022,,,Early Stage VC,,,Venture Capital,Better Capital (San Francisco),Privately Held (backing),Financial Software,01-Mar-2022,,Early Stage VC,Kush Gupta,Venture Capital-Backed,2021,"Bangalore, India",www.getkomet.in,Developer of the crypto multi-chain wallet application. The company is currently operating in Stealth mode.,View company online
462674-35,Konomi Network,,16-Mar-2021,5.00,,Early Stage VC,,,Venture Capital,"4 Seasons Ventures, Altonomy, Alves Venture, Amplifi Capital, AU21 Capital, Black Mamba Ventures, BTX Capital, CMS Holdings (New York), Combine Capital, Digital Finance Group, Double Peak, Evangelion Capital, FBG Capital, Genesis Block Ventures, Hulk Crypto Capital, K300 Ventures, LD Capital, Moonwhale, Parity Technologies, Tenzor Capital, Titans ventures, Zonff Partners",Privately Held (backing),Financial Software,,,Secondary Transaction - Private,Yuqing Zhao,Venture Capital-Backed,2020,"Singapore, Singapore",www.konomi.network,"Operator of a decentralized money market intended to support cross-chain crypto assets. The company issues its native network token in order to kick start liquidity and decentralized governance, enabling users to manage their crypto holding positions, trade assets, and earn interest through money market products.",View company online
